bucketMin	bucketMax	Count
0	46.63	37.0
46.63	59.48400000000001	86.0
59.48400000000001	72.33800000000001	531.0
72.33800000000001	85.19200000000001	1129.0
85.19200000000001	98.04600000000002	17.0
